id,name,brand,variant,category,price_in_usd
1339,Google Chicago Campus Lapel Pin,Google,,Campus Collection,6
1340,Google Kids Playful Tee,Google,XL,Google,25
1341,BLM Unisex Pullover Hoodie,Google,MD,Black Lives Matter,58
1342,Google Cambridge Campus Lapel Pin,Google,,Campus Collection,6
1343,Google PNW Campus Ladies Tee,Google,XL,Clearance,25
1344,Google Women's Tech Fleece Grey,Google,MD,Apparel,89
1345,Google Raincoat Navy,Google,MD,Apparel,120
1346,Google Large Pet Collar (Blue/Green),Google,,Accessories,28
1347,Stan and Friends Toddler Tee Green,Google,3T,Apparel,25
1348,Google Land & Sea French Terry Sweatshirt,Google,,Shop by Brand,55
1349,Google LA Campus Zip Hoodie,Google,XL,Clearance,58
1350,Google Land & Sea Mug,Google,,Shop by Brand,17
1351,Candy Cane Android Cardboard Sculpture,Android,,Accessories,20
1352,Google Light Pen Yellow,Google,,Writing Instruments,3
1353,Google Land & Sea French Terry Sweatshirt,Google,No options available,Shop by Brand,55
1354,Google Land & Sea Unisex Tee,Google,,Apparel,25
1355,Android Cardboard Sculpture,Android,,Accessories,14
1356,Google Chicago Campus Ladies Tee,Google,LG,Campus Collection,25
1357,Google Women's Softshell Moss,Google,Choose Size,Apparel,99
1358,Google Kirkland Campus Unisex Tee,Google,3XL,Clearance,25
1359,Google Sunnyvale Campus Ladies Tee,Google,MD,Campus Collection,25
1360,Google Boulder Campus Unisex Tee,Google,LG,Clearance,25
1361,Google Men's Softshell Moss,Google,LG,Apparel,99
1362,Google Mountain View Campus Ladies Tee,Google,XL,Campus Collection,25
1363,Google Color Block Tote White,Google,,Bags,13
1364,Android Pocket Tee Green,Android,SM,Apparel,29
1365,Google Beekeepers Youth Tee Pink,Google,LG,Apparel,25
1366,Google Mountain View Tee Blue,Google,XL,Apparel,25
1367,Google Beekeepers Toddler Tee Pink,Google,2T,Apparel,25
1368,Gift Card - $50.00,Google,,Gift Cards,63
1369,Gift Card - $25.00,Google,,Gift Cards,31
1370,Gift Card - $10.00,Google,,Gift Cards,13
1371,Gift Card - $250.00,Google,,Gift Cards,313
1372,Google Land & Sea Unisex Tee,Google,No options available,Apparel,25
1373,Google 5K Run 2020 Unisex Tee,Google,MD,Apparel,22
1374,Google Charcoal Unisex Badge Tee,Google,,Shop by Brand,21
1375,Google Grey Women's Tee,Google,,Shop by Brand,21
1376,Google Tritan Bottle Gray,Google,,Shop by Brand,12
1377,White Google Cloud Tumbler,Google,,Shop by Brand,27
1378,Google Separating Keyring,Google,,Accessories,6
1379,Google Mountain View Campus Bottle,Google,,Apparel,14
1380,Google Boulder Campus Ladies Tee,Google,LG,Clearance,25
